Species,North America,South America,Africa,Asia,Europe,Oceania
Flores Sea Cuckoo-Dove,6,6,6,5,6,6
Timor Cuckoo-Dove,6,6,6,4,6,6
Tanimbar Cuckoo-Dove,6,6,6,4,6,6
Amboyna Cuckoo-Dove,6,6,6,3,6,3
Sultan's Cuckoo-Dove,6,6,6,2,6,6
Andaman Cuckoo-Dove,6,6,6,2,6,6
Philippine Cuckoo-Dove,6,6,6,6,6,6
Ruddy Cuckoo-Dove,6,6,6,2,6,6
Enggano Cuckoo-Dove,6,6,6,5,6,6
Barusan Cuckoo-Dove,6,6,6,5,6,6
Black-billed Cuckoo-Dove,6,6,6,3,6,3
Spot-breasted Cuckoo-Dove,6,6,6,6,6,4
Little Cuckoo-Dove,6,6,6,2,6,6
Great Cuckoo-Dove,6,6,6,3,6,4
Pied Cuckoo-Dove,6,6,6,6,6,4
Crested Cuckoo-Dove,6,6,6,6,6,5
White-faced Cuckoo-Dove,6,6,6,3,6,6
Sula Cuckoo-Dove,6,6,6,5,6,6
Slaty Cuckoo-Dove,6,6,6,4,6,6
Emerald-spotted Wood-Dove,6,6,1,6,6,6
Black-billed Wood-Dove,6,6,3,6,6,6
Blue-spotted Wood-Dove,6,6,2,6,6,6
Tambourine Dove,6,6,1,6,6,6
Blue-headed Wood-Dove,6,6,6,6,6,6
Namaqua Dove,6,6,1,3,6,6
Asian Emerald Dove,6,6,6,1,6,6
Pacific Emerald Dove,6,6,6,3,6,1
Stephan's Dove,6,6,6,3,6,3
New Guinea Bronzewing,6,6,6,6,6,5
New Britain Bronzewing,6,6,6,6,6,6
Wetar Ground Dove,6,6,6,6,6,6
Shy Ground Dove,6,6,6,6,6,4
Santa Cruz Ground Dove,6,6,6,6,6,6
Thick-billed Ground Dove,6,6,6,6,6,6
Tanna Ground Dove,6,6,6,6,6,6
Bronze Ground Dove,6,6,6,5,6,6
Palau Ground Dove,6,6,6,6,6,6
White-bibbed Ground Dove,6,6,6,5,6,5
Marquesan Ground Dove,6,6,6,6,6,6
Caroline Islands Ground Dove,6,6,6,6,6,6
Polynesian Ground Dove,6,6,6,6,6,6
White-throated Ground Dove,6,6,6,6,6,6
Norfolk Ground Dove,6,6,6,6,6,6
Common Bronzewing,6,6,6,6,6,1
Brush Bronzewing,6,6,6,6,6,1
Flock Bronzewing,6,6,6,6,6,3
Crested Pigeon,6,6,6,6,6,1
Spinifex Pigeon,6,6,6,6,6,2
Squatter Pigeon,6,6,6,6,6,2
Partridge Pigeon,6,6,6,6,6,3
Chestnut-quilled Rock-Pigeon,6,6,6,6,6,3
White-quilled Rock-Pigeon,6,6,6,6,6,3
Wonga Pigeon,6,6,6,6,6,1
Diamond Dove,6,6,6,6,6,1
Zebra Dove,2,6,6,1,6,6
Peaceful Dove,6,6,6,6,6,1
Barred Dove,6,6,6,2,6,6
Bar-shouldered Dove,6,6,6,6,6,1
Inca Dove,1,6,6,6,6,6
Common Ground Dove,1,1,6,6,6,6
Plain-breasted Ground Dove,3,1,6,6,6,6
Ruddy Ground Dove,3,1,6,6,6,6
Ecuadorian Ground Dove,6,3,6,6,6,6
Scaled Dove,6,1,6,6,6,6
Picui Ground Dove,6,1,6,6,6,6
Croaking Ground Dove,6,1,6,6,6,6
Blue-eyed Ground Dove,6,6,6,6,6,6
Blue Ground Dove,2,1,6,6,6,6
Maroon-chested Ground Dove,4,4,6,6,6,6
Purple-winged Ground Dove,6,6,6,6,6,6
Bare-faced Ground Dove,6,1,6,6,6,6
Bare-eyed Ground Dove,6,3,6,6,6,6
Black-winged Ground Dove,6,1,6,6,6,6
Golden-spotted Ground Dove,6,2,6,6,6,6
Long-tailed Ground Dove,6,2,6,6,6,6
Blue-headed Quail-Dove,3,6,6,6,6,6
Purple Quail-Dove,6,4,6,6,6,6
Sapphire Quail-Dove,6,6,6,6,6,6
Crested Quail-Dove,6,6,6,6,6,6
Ruddy Quail-Dove,4,1,6,6,6,6
Violaceous Quail-Dove,6,4,6,6,6,6
Gray-fronted Quail-Dove,3,6,6,6,6,6
White-fronted Quail-Dove,6,6,6,6,6,6
Key West Quail-Dove,4,6,6,6,6,6
Bridled Quail-Dove,6,6,6,6,6,6
Olive-backed Quail-Dove,6,4,6,6,6,6
White-tipped Dove,2,1,6,6,6,6
Caribbean Dove,2,3,6,6,6,6
Gray-chested Dove,4,3,6,6,6,6
Tolima Dove,6,2,6,6,6,6
Ochre-bellied Dove,6,6,6,6,6,6
Gray-headed Dove,2,1,6,6,6,6
Gray-fronted Dove,6,1,6,6,6,6
Grenada Dove,6,6,6,6,6,6
Pallid Dove,6,3,6,6,6,6
Large-tailed Dove,6,2,6,6,6,6
Tuxtla Quail-Dove,6,6,6,6,6,6
Buff-fronted Quail-Dove,6,6,6,6,6,6
Purplish-backed Quail-Dove,6,6,6,6,6,6
White-faced Quail-Dove,2,6,6,6,6,6
White-throated Quail-Dove,6,1,6,6,6,6
Lined Quail-Dove,6,2,6,6,6,6
Chiriqui Quail-Dove,6,6,6,6,6,6
Russet-crowned Quail-Dove,6,6,6,6,6,6
West Peruvian Dove,6,1,6,6,6,6
White-winged Dove,1,3,6,6,6,6
Zenaida Dove,4,6,6,6,6,6
Galapagos Dove,6,6,6,6,6,6
Eared Dove,6,1,6,6,6,6
Mourning Dove,1,6,6,6,6,6
Socorro Dove,6,6,6,6,6,6
Nicobar Pigeon,6,6,6,3,6,5
Spotted Green Pigeon,6,6,6,6,6,6
Dodo,6,6,6,6,6,6
Rodrigues Solitaire,6,6,6,6,6,6
Sulawesi Ground Dove,6,6,6,5,6,6
Cinnamon Ground Dove,6,6,6,5,6,6
Mindoro Bleeding-heart,6,6,6,6,6,6
Negros Bleeding-heart,6,6,6,6,6,6
Sulu Bleeding-heart,6,6,6,6,6,6
Luzon Bleeding-heart,6,6,6,6,6,6
Mindanao Bleeding-heart,6,6,6,6,6,6
Choiseul Pigeon,6,6,6,6,6,6
Thick-billed Ground-Pigeon,6,6,6,4,6,6
Pheasant Pigeon,6,6,6,4,6,4
Western Crowned-Pigeon,6,6,6,6,6,6
Sclater's Crowned-Pigeon,6,6,6,6,6,5
Scheepmaker's Crowned-Pigeon,6,6,6,6,6,6
Victoria Crowned-Pigeon,6,6,6,6,6,6
Tooth-billed Pigeon,6,6,6,6,6,6
White-eared Brown-Dove,6,6,6,6,6,6
Amethyst Brown-Dove,6,6,6,6,6,6
Mindanao Brown-Dove,6,6,6,6,6,6
Tawitawi Brown-Dove,6,6,6,6,6,6
Little Green-Pigeon,6,6,6,3,6,6
Pink-necked Green-Pigeon,6,6,6,1,6,6
Cinnamon-headed Green-Pigeon,6,6,6,6,6,6
Orange-breasted Green-Pigeon,6,6,6,1,6,6
Sri Lanka Green-Pigeon,6,6,6,6,6,6
Gray-fronted Green-Pigeon,6,6,6,1,6,6
Andaman Green-Pigeon,6,6,6,2,6,6
Ashy-headed Green-Pigeon,6,6,6,2,6,6
Philippine Green-Pigeon,6,6,6,6,6,6
Buru Green-Pigeon,6,6,6,6,6,6
Thick-billed Green-Pigeon,6,6,6,1,6,6
Gray-cheeked Green-Pigeon,6,6,6,1,6,6
Sumba Green-Pigeon,6,6,6,5,6,6
Flores Green-Pigeon,6,6,6,4,6,6
Timor Green-Pigeon,6,6,6,6,6,6
Large Green-Pigeon,6,6,6,3,6,6
Yellow-footed Green-Pigeon,6,6,6,1,6,6
Bruce's Green-Pigeon,6,6,3,6,6,6
Comoro Green-Pigeon,6,6,6,6,6,6
Madagascar Green-Pigeon,6,6,6,6,6,6
Pemba Green-Pigeon,6,6,5,6,6,6
Sao Tome Green-Pigeon,6,6,6,6,6,6
Yellow-vented Green-Pigeon,6,6,6,4,6,6
Pin-tailed Green-Pigeon,6,6,6,1,6,6
African Green-Pigeon,6,6,1,6,6,6
Sumatran Green-Pigeon,6,6,6,3,6,6
Wedge-tailed Green-Pigeon,6,6,6,1,6,6
White-bellied Green-Pigeon,6,6,6,1,6,6
Whistling Green-Pigeon,6,6,6,2,6,6
Black-backed Fruit-Dove,6,6,6,3,6,6
Black-banded Fruit-Dove,6,6,6,6,6,3
Red-naped Fruit-Dove,6,6,6,4,6,6
Pink-headed Fruit-Dove,6,6,6,3,6,6
Yellow-breasted Fruit-Dove,6,6,6,6,6,6
Flame-breasted Fruit-Dove,6,6,6,6,6,6
Cream-breasted Fruit-Dove,6,6,6,6,6,6
Red-eared Fruit-Dove,6,6,6,5,6,6
Jambu Fruit-Dove,6,6,6,5,6,6
Maroon-chinned Fruit-Dove,6,6,6,3,6,6
Banggai Fruit-Dove,6,6,6,6,6,6
Sula Fruit-Dove,6,6,6,6,6,6
Black-chinned Fruit-Dove,6,6,6,6,6,6
Scarlet-breasted Fruit-Dove,6,6,6,4,6,6
Wompoo Fruit-Dove,6,6,6,3,6,1
Pink-spotted Fruit-Dove,6,6,6,3,6,3
Ornate Fruit-Dove,6,6,6,4,6,5
Tanna Fruit-Dove,6,6,6,6,6,6
Orange-fronted Fruit-Dove,6,6,6,3,6,4
Wallace's Fruit-Dove,6,6,6,4,6,6
Superb Fruit-Dove,6,6,6,2,6,2
Many-colored Fruit-Dove,6,6,6,6,6,3
Purple-capped Fruit-Dove,6,6,6,6,6,6
Kosrae Fruit-Dove,6,6,6,6,6,6
Crimson-crowned Fruit-Dove,6,6,6,6,6,4
Palau Fruit-Dove,6,6,6,6,6,6
Cook Islands Fruit-Dove,6,6,6,6,6,6
Mariana Fruit-Dove,6,6,6,6,6,6
Rose-crowned Fruit-Dove,6,6,6,3,6,1
Silver-capped Fruit-Dove,6,6,6,6,6,6
Raiatea Fruit-Dove,6,6,6,6,6,6
Gray-green Fruit-Dove,6,6,6,6,6,6
Makatea Fruit-Dove,6,6,6,6,6,6
Atoll Fruit-Dove,6,6,6,6,6,6
Red-bellied Fruit-Dove,6,6,6,6,6,4
Rapa Fruit-Dove,6,6,6,6,6,6
White-capped Fruit-Dove,6,6,6,6,6,6
Red-moustached Fruit-Dove,6,6,6,6,6,6
Henderson Island Fruit-Dove,6,6,6,6,6,6
Coroneted Fruit-Dove,6,6,6,4,6,6
Beautiful Fruit-Dove,6,6,6,3,6,3
Blue-capped Fruit-Dove,6,6,6,4,6,6
White-breasted Fruit-Dove,6,6,6,3,6,3
Geelvink Fruit-Dove,6,6,6,4,6,6
Yellow-bibbed Fruit-Dove,6,6,6,6,6,4
Claret-breasted Fruit-Dove,6,6,6,3,6,5
White-headed Fruit-Dove,6,6,6,6,6,6
Orange-bellied Fruit-Dove,6,6,6,3,6,3
Knob-billed Fruit-Dove,6,6,6,6,6,4
Gray-headed Fruit-Dove,6,6,6,3,6,6
Carunculated Fruit-Dove,6,6,6,6,6,6
Black-naped Fruit-Dove,6,6,6,1,6,6
Dwarf Fruit-Dove,6,6,6,4,6,5
Negros Fruit-Dove,6,6,6,6,6,6
Orange Dove,6,6,6,6,6,3
Golden Dove,6,6,6,6,6,3
Whistling Dove,6,6,6,6,6,3
Cloven-feathered Dove,6,6,6,6,6,4
Mauritius Blue-Pigeon,6,6,6,6,6,6
Rodrigues Blue-Pigeon,6,6,6,6,6,6
Madagascar Blue-Pigeon,6,6,6,6,6,6
Comoro Blue-Pigeon,6,6,6,6,6,6
Seychelles Blue-Pigeon,6,6,6,6,6,6
Pink-bellied Imperial-Pigeon,6,6,6,6,6,6
White-bellied Imperial-Pigeon,6,6,6,3,6,6
Mindoro Imperial-Pigeon,6,6,6,6,6,6
Gray-headed Imperial-Pigeon,6,6,6,6,6,6
Spotted Imperial-Pigeon,6,6,6,6,6,6
Green Imperial-Pigeon,6,6,6,1,6,6
Enggano Imperial-Pigeon,6,6,6,5,6,6
Nicobar Imperial-Pigeon,6,6,6,4,6,6
Spectacled Imperial-Pigeon,6,6,6,3,6,6
Seram Imperial-Pigeon,6,6,6,4,6,6
Elegant Imperial-Pigeon,6,6,6,3,6,6
Pacific Imperial-Pigeon,6,6,6,6,6,3
Red-knobbed Imperial-Pigeon,6,6,6,6,6,3
Micronesian Imperial-Pigeon,6,6,6,6,6,6
Polynesian Imperial-Pigeon,6,6,6,6,6,6
Nuku Hiva Imperial-Pigeon,6,6,6,6,6,6
Spice Imperial-Pigeon,6,6,6,3,6,6
Geelvink Imperial-Pigeon,6,6,6,4,6,6
Purple-tailed Imperial-Pigeon,6,6,6,3,6,3
Cinnamon-bellied Imperial-Pigeon,6,6,6,4,6,6
Finsch's Imperial-Pigeon,6,6,6,6,6,5
Rufescent Imperial-Pigeon,6,6,6,5,6,5
Island Imperial-Pigeon,6,6,6,6,6,3
Pink-headed Imperial-Pigeon,6,6,6,4,6,6
Christmas Island Imperial-Pigeon,6,6,6,6,6,6
Gray Imperial-Pigeon,6,6,6,6,6,6
Barking Imperial-Pigeon,6,6,6,6,6,2
Chestnut-bellied Imperial-Pigeon,6,6,6,6,6,6
Baker's Imperial-Pigeon,6,6,6,6,6,6
New Caledonian Imperial-Pigeon,6,6,6,6,6,3
Pinon's Imperial-Pigeon,6,6,6,2,6,3
Bismarck Imperial-Pigeon,6,6,6,6,6,6
Collared Imperial-Pigeon,6,6,6,6,6,4
Zoe's Imperial-Pigeon,6,6,6,3,6,3
Malabar Imperial-Pigeon,6,6,6,1,6,6
Mountain Imperial-Pigeon,6,6,6,1,6,6
Dark-backed Imperial-Pigeon,6,6,6,3,6,6
Timor Imperial-Pigeon,6,6,6,4,6,6
Pied Imperial-Pigeon,6,6,6,1,6,6
Yellowish Imperial-Pigeon,6,6,6,6,6,4
Torresian Imperial-Pigeon,6,6,6,5,6,1
Silver-tipped Imperial-Pigeon,6,6,6,3,6,6
Topknot Pigeon,6,6,6,6,6,1
New Zealand Pigeon,6,6,6,6,6,1
Chatham Islands Pigeon,6,6,6,6,6,4
Sombre Pigeon,6,6,6,6,6,6
Papuan Mountain-Pigeon,6,6,6,3,6,3
Buru Mountain-Pigeon,6,6,6,4,6,6
Seram Mountain-Pigeon,6,6,6,4,6,6
Pale Mountain-Pigeon,6,6,6,6,6,5
White-breasted Mesite,6,6,6,6,6,6
Brown Mesite,6,6,6,6,6,6
Subdesert Mesite,6,6,6,6,6,6
Tibetan Sandgrouse,6,6,6,3,6,6
Pallas's Sandgrouse,6,6,6,3,6,6
Pin-tailed Sandgrouse,6,6,6,6,1,6
Namaqua Sandgrouse,6,6,2,6,6,6
Chestnut-bellied Sandgrouse,3,6,2,1,6,6
Spotted Sandgrouse,6,6,3,5,6,6
Black-bellied Sandgrouse,6,6,6,4,1,6
Yellow-throated Sandgrouse,6,6,2,6,6,6
Crowned Sandgrouse,6,6,6,6,6,6
Black-faced Sandgrouse,6,6,1,6,6,6
Madagascar Sandgrouse,6,6,6,6,6,6
Lichtenstein's Sandgrouse,6,6,3,6,6,6
Double-banded Sandgrouse,6,6,2,6,6,6
Four-banded Sandgrouse,6,6,6,6,6,6
Painted Sandgrouse,6,6,6,2,6,6
Burchell's Sandgrouse,6,6,3,6,6,6
Great Bustard,6,6,6,5,1,6
Arabian Bustard,6,6,6,6,6,6
Kori Bustard,6,6,1,6,6,6
Great Indian Bustard,6,6,6,6,6,6
Australian Bustard,6,6,6,6,6,1
African Houbara,6,6,6,6,2,6
Asian Houbara,6,6,6,3,6,6
Ludwig's Bustard,6,6,2,6,6,6
Denham's Bustard,6,6,2,6,6,6
Heuglin's Bustard,6,6,4,6,6,6
Nubian Bustard,6,6,6,6,6,6
White-bellied Bustard,6,6,1,6,6,6
Blue Bustard,6,6,3,6,6,6
Karoo Bustard,6,6,2,6,6,6
Rüppell's Bustard,6,6,6,6,6,6
Little Brown Bustard,6,6,6,6,6,6
Savile's Bustard,6,6,6,6,6,6
Buff-crested Bustard,6,6,2,6,6,6
Red-crested Bustard,6,6,1,6,6,6
Black Bustard,6,6,2,6,6,6
White-quilled Bustard,6,6,2,6,6,6
Black-bellied Bustard,6,6,1,6,6,6
Hartlaub's Bustard,6,6,3,6,6,6
Bengal Florican,6,6,6,3,6,6
Lesser Florican,6,6,6,6,6,6
Little Bustard,6,6,6,6,1,6
Great Blue Turaco,6,6,3,6,6,6
Gray Go-away-bird,6,6,1,6,6,6
Bare-faced Go-away-bird,6,6,1,6,6,6
White-bellied Go-away-bird,6,6,1,6,6,6
Western Plantain-eater,6,6,2,6,6,6
Eastern Plantain-eater,6,6,3,6,6,6
Rwenzori Turaco,6,6,6,6,6,6
Purple-crested Turaco,6,6,1,6,6,6
White-cheeked Turaco,6,6,6,6,6,6
Prince Ruspoli's Turaco,6,6,6,6,6,6
Violet Turaco,6,6,3,6,6,6
Ross's Turaco,6,6,2,6,6,6
Yellow-billed Turaco,6,6,6,6,6,6
Bannerman's Turaco,6,6,6,6,6,6
White-crested Turaco,6,6,3,6,6,6
Black-billed Turaco,6,6,5,6,6,6
Schalow's Turaco,6,6,3,6,6,6
Red-crested Turaco,6,6,6,6,6,6
Guinea Turaco,6,6,5,6,6,6
Hartlaub's Turaco,6,6,1,6,6,6
Fischer's Turaco,6,6,3,6,6,6
Livingstone's Turaco,6,6,2,6,6,6
Knysna Turaco,6,6,2,6,6,6
Guira Cuckoo,6,1,6,6,6,6
Greater Ani,6,1,6,6,6,6
Smooth-billed Ani,3,1,6,6,6,6
Groove-billed Ani,2,1,6,6,6,6
Striped Cuckoo,3,1,6,6,6,6
Pheasant Cuckoo,3,2,6,6,6,6
Pavonine Cuckoo,6,1,6,6,6,6
Lesser Ground-Cuckoo,2,6,6,6,6,6
Lesser Roadrunner,2,6,6,6,6,6
Greater Roadrunner,1,6,6,6,6,6
Rufous-vented Ground-Cuckoo,6,4,6,6,6,6
Scaled Ground-Cuckoo,6,6,6,6,6,6
Banded Ground-Cuckoo,6,6,6,6,6,6
Rufous-winged Ground-Cuckoo,6,6,6,6,6,6
Red-billed Ground-Cuckoo,6,6,6,6,6,6
Sumatran Ground-Cuckoo,6,6,6,3,6,6
Bornean Ground-Cuckoo,6,6,6,5,6,6
Coral-billed Ground-Cuckoo,6,6,6,3,6,6
Crested Coua,6,6,6,6,6,6
Verreaux's Coua,6,6,6,6,6,6
Blue Coua,6,6,6,6,6,6
Red-capped Coua,6,6,6,6,6,6
Olive-capped Coua,6,6,6,6,6,6
Red-fronted Coua,6,6,6,6,6,6
Coquerel's Coua,6,6,6,6,6,6
Running Coua,6,6,6,6,6,6
Giant Coua,6,6,6,6,6,6
Snail-eating Coua,6,6,6,6,6,6
Red-breasted Coua,6,6,6,6,6,6
Buff-headed Coucal,6,6,6,6,6,6
Pied Coucal,6,6,6,6,6,5
Biak Coucal,6,6,6,4,6,6
Greater Black Coucal,6,6,6,3,6,3
Rufous Coucal,6,6,6,6,6,6
Green-billed Coucal,6,6,6,6,6,6
Black-faced Coucal,6,6,6,6,6,6
Short-toed Coucal,6,6,6,6,6,6
Black-hooded Coucal,6,6,6,6,6,6
Bay Coucal,6,6,6,3,6,6
Gabon Coucal,6,6,6,6,6,6
Black-throated Coucal,6,6,6,6,6,6
Senegal Coucal,6,6,2,6,6,6
Blue-headed Coucal,6,6,3,6,6,6
Coppery-tailed Coucal,6,6,6,6,6,6
White-browed Coucal,6,6,1,6,6,6
Burchell's Coucal,6,6,1,6,6,6
Sunda Coucal,6,6,6,6,6,6
Andaman Coucal,6,6,6,1,6,6
Greater Coucal,6,6,6,1,6,6
Goliath Coucal,6,6,6,4,6,6
Malagasy Coucal,6,6,6,6,6,6
Black Coucal,6,6,3,6,6,6
Philippine Coucal,6,6,6,6,6,6
Lesser Coucal,6,6,6,1,6,6
Violaceous Coucal,6,6,6,6,6,5
Lesser Black Coucal,6,6,6,3,6,5
Pheasant Coucal,6,6,6,5,6,1
Raffles's Malkoha,6,6,6,2,6,6
Blue Malkoha,6,6,3,6,6,6
Green Malkoha,6,6,2,6,6,6
Sirkeer Malkoha,6,6,6,1,6,6
Red-billed Malkoha,6,6,6,2,6,6
Chestnut-breasted Malkoha,6,6,6,1,6,6
Mentawai Malkoha,6,6,6,5,6,6
Chestnut-bellied Malkoha,6,6,6,3,6,6
Red-faced Malkoha,6,6,6,6,6,6
Blue-faced Malkoha,6,6,6,1,6,6
Black-bellied Malkoha,6,6,6,3,6,6
Green-billed Malkoha,6,6,6,1,6,6
Yellow-billed Malkoha,6,6,6,2,6,6
Red-crested Malkoha,6,6,6,6,6,6
Scale-feathered Malkoha,6,6,6,6,6,6
Chestnut-winged Cuckoo,6,6,6,2,6,6
Great Spotted Cuckoo,6,6,2,6,2,6
Levaillant's Cuckoo,6,6,2,6,6,6
Pied Cuckoo,6,6,2,1,6,6
Little Cuckoo,6,1,6,6,6,6
Dwarf Cuckoo,6,2,6,6,6,6
Ash-colored Cuckoo,6,3,6,6,6,6
Squirrel Cuckoo,1,1,6,6,6,6
Black-bellied Cuckoo,6,2,6,6,6,6
Dark-billed Cuckoo,5,1,6,6,6,6
Yellow-billed Cuckoo,1,2,6,6,6,6
Pearly-breasted Cuckoo,6,4,6,6,6,6
Mangrove Cuckoo,2,3,6,6,6,6
Cocos Cuckoo,6,6,6,6,6,6
Black-billed Cuckoo,1,5,6,6,6,6
Gray-capped Cuckoo,6,3,6,6,6,6
Chestnut-bellied Cuckoo,6,6,6,6,6,6
Bay-breasted Cuckoo,6,6,6,6,6,6
Jamaican Lizard-Cuckoo,6,6,6,6,6,6
Puerto Rican Lizard-Cuckoo,6,6,6,6,6,6
Great Lizard-Cuckoo,1,6,6,6,6,6
Hispaniolan Lizard-Cuckoo,6,6,6,6,6,6
St. Helena Cuckoo,6,6,6,6,6,6
Thick-billed Cuckoo,6,6,4,6,6,6
Dwarf Koel,6,6,6,4,6,4
Asian Koel,6,6,6,1,6,6
Black-billed Koel,6,6,6,3,6,6
Pacific Koel,6,6,6,3,6,2
Long-tailed Koel,6,6,6,6,6,3
Channel-billed Cuckoo,6,6,6,3,6,1
Asian Emerald Cuckoo,6,6,6,2,6,6
Violet Cuckoo,6,6,6,1,6,6
Dideric Cuckoo,6,6,1,6,6,6
Klaas's Cuckoo,6,6,1,6,6,6
Yellow-throated Cuckoo,6,6,6,6,6,6
African Emerald Cuckoo,6,6,2,6,6,6
Long-billed Cuckoo,6,6,6,5,6,5
Horsfield's Bronze-Cuckoo,6,6,6,6,6,1
Black-eared Cuckoo,6,6,6,6,6,2
Rufous-throated Bronze-Cuckoo,6,6,6,5,6,3
Shining Bronze-Cuckoo,6,6,6,5,6,1
White-eared Bronze-Cuckoo,6,6,6,4,6,5
Little Bronze-Cuckoo,6,6,6,2,6,1
Pied Bronze-Cuckoo,6,6,6,4,6,6
Pallid Cuckoo,6,6,6,6,6,1
White-crowned Cuckoo,6,6,6,4,6,4
Chestnut-breasted Cuckoo,6,6,6,3,6,3
Fan-tailed Cuckoo,6,6,6,5,6,1
Banded Bay Cuckoo,6,6,6,1,6,6
Plaintive Cuckoo,6,6,6,1,6,6
Gray-bellied Cuckoo,6,6,6,1,6,6
Sunda Brush Cuckoo,6,6,6,1,6,6
Sulawesi Brush Cuckoo,6,6,6,3,6,6
Moluccan Brush Cuckoo,6,6,6,3,6,6
Sahul Brush Cuckoo,6,6,6,2,6,1
Solomons Brush Cuckoo,6,6,6,6,6,5
Manus Brush Cuckoo,6,6,6,6,6,6
Dusky Long-tailed Cuckoo,6,6,6,6,6,6
Olive Long-tailed Cuckoo,6,6,6,6,6,6
Barred Long-tailed Cuckoo,6,6,4,6,6,6
Fork-tailed Drongo-Cuckoo,6,6,6,1,6,6
Philippine Drongo-Cuckoo,6,6,6,6,6,6
Square-tailed Drongo-Cuckoo,6,6,6,1,6,6
Moluccan Drongo-Cuckoo,6,6,6,5,6,6
Moustached Hawk-Cuckoo,6,6,6,5,6,6
Large Hawk-Cuckoo,6,6,6,1,6,6
Dark Hawk-Cuckoo,6,6,6,5,6,6
Common Hawk-Cuckoo,6,6,6,1,6,6
Northern Hawk-Cuckoo,6,6,6,3,6,6
Philippine Hawk-Cuckoo,6,6,6,6,6,6
Hodgson's Hawk-Cuckoo,6,6,6,3,6,6
Malaysian Hawk-Cuckoo,6,6,6,5,6,6
Black Cuckoo,6,6,2,6,6,6
Red-chested Cuckoo,6,6,1,6,6,6
Lesser Cuckoo,6,6,5,2,6,6
Sulawesi Cuckoo,6,6,6,4,6,6
Indian Cuckoo,6,6,6,1,6,6
African Cuckoo,6,6,2,6,6,6
Madagascar Cuckoo,6,6,6,6,6,6
Himalayan Cuckoo,6,6,6,2,6,6
Sunda Cuckoo,6,6,6,2,6,6
Common Cuckoo,3,6,3,2,2,6
Oriental Cuckoo,4,6,6,2,6,3
Spotted Nightjar,6,6,6,6,6,2
Solomons Nightjar,6,6,6,6,6,6
New Caledonian Nightjar,6,6,6,6,6,6
White-throated Nightjar,6,6,6,6,6,2
Diabolical Nightjar,6,6,6,6,6,6
Papuan Nightjar,6,6,6,4,6,6
Archbold's Nightjar,6,6,6,6,6,4
Malaysian Eared-Nightjar,6,6,6,3,6,6
Great Eared-Nightjar,6,6,6,2,6,6
Collared Nightjar,6,6,6,6,6,6
Nacunda Nighthawk,6,1,6,6,6,6
Least Nighthawk,6,2,6,6,6,6
Sand-colored Nighthawk,6,2,6,6,6,6
Lesser Nighthawk,1,2,6,6,6,6
Common Nighthawk,1,2,6,6,6,6
Antillean Nighthawk,2,6,6,6,6,6
Short-tailed Nighthawk,4,2,6,6,6,6
Rufous-bellied Nighthawk,6,3,6,6,6,6
Band-tailed Nighthawk,6,2,6,6,6,6
Bahian Nighthawk,6,3,6,6,6,6
Blackish Nightjar,6,2,6,6,6,6
Pygmy Nightjar,6,3,6,6,6,6
Common Pauraque,2,1,6,6,6,6
Scrub Nightjar,6,4,6,6,6,6
Roraiman Nightjar,6,6,6,6,6,6
Swallow-tailed Nightjar,6,3,6,6,6,6
Lyre-tailed Nightjar,6,2,6,6,6,6
Tschudi's Nightjar,6,3,6,6,6,6
Todd's Nightjar,6,6,6,6,6,6
Little Nightjar,6,1,6,6,6,6
Cayenne Nightjar,6,6,6,6,6,6
Spot-tailed Nightjar,5,2,6,6,6,6
Band-winged Nightjar,6,1,6,6,6,6
White-winged Nightjar,6,5,6,6,6,6
Sickle-winged Nightjar,6,3,6,6,6,6
White-tailed Nightjar,6,2,6,6,6,6
Ladder-tailed Nightjar,6,1,6,6,6,6
Scissor-tailed Nightjar,6,1,6,6,6,6
Long-trained Nightjar,6,3,6,6,6,6
Jamaican Pauraque,6,6,6,6,6,6
Least Pauraque,6,6,6,6,6,6
Eared Poorwill,4,6,6,6,6,6
Yucatan Poorwill,3,6,6,6,6,6
Ocellated Poorwill,6,2,6,6,6,6
Choco Poorwill,6,3,6,6,6,6
Common Poorwill,1,6,6,6,6,6
Chuck-will's-widow,1,4,6,6,6,6
Rufous Nightjar,6,2,6,6,6,6
Cuban Nightjar,3,6,6,6,6,6
Hispaniolan Nightjar,6,6,6,6,6,6
Tawny-collared Nightjar,3,6,6,6,6,6
Yucatan Nightjar,3,6,6,6,6,6
Silky-tailed Nightjar,6,3,6,6,6,6
Buff-collared Nightjar,3,6,6,6,6,6
Eastern Whip-poor-will,1,6,6,6,6,6
Dusky Nightjar,6,6,6,6,6,6
Mexican Whip-poor-will,2,6,6,6,6,6
Puerto Rican Nightjar,6,6,6,6,6,6
Brown Nightjar,6,6,6,6,6,6
Pennant-winged Nightjar,6,6,5,6,6,6
Standard-winged Nightjar,6,6,6,6,6,6
Red-necked Nightjar,6,6,6,6,2,6
Jungle Nightjar,6,6,6,1,6,6
Gray Nightjar,5,6,6,2,6,6
Palau Nightjar,6,6,6,6,6,6
Eurasian Nightjar,6,6,3,4,2,6
Sombre Nightjar,6,6,3,6,6,6
Rufous-cheeked Nightjar,6,6,3,6,6,6
Egyptian Nightjar,6,6,5,6,6,6
Nubian Nightjar,6,6,6,6,6,6
Sykes's Nightjar,6,6,6,3,6,6
Golden Nightjar,6,6,6,6,6,6
